image_name,diameter,cellprob_threshold,flow_threshold,raw_image_dice_binary,raw_image_iou_binary,raw_n_pred_instances,raw_n_gt_instances,post_image_dice_binary,post_image_iou_binary,post_n_pred_instances,post_n_gt_instances,out_dir
jw-1h 1_c1,70,2.0,0.5,0.7291193945340411,0.5737119532693749,75,36,0.7290421595157728,0.5736163201432489,75,36,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 1_c1/d70_cp2.0_ft0.5
jw-1h 2_c1,40,-2.0,0.3,0.6427015526812636,0.4735152787884513,48,23,0.6426121655460971,0.4734182443919055,49,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d40_cp-2.0_ft0.3
jw-1h 2_c1,40,-2.0,0.5,0.6380201494618599,0.4684505054973963,56,23,0.6379536240734144,0.46837878309350617,58,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d40_cp-2.0_ft0.5
jw-1h 2_c1,40,0.0,0.3,0.6636979457946779,0.4966676087236644,52,23,0.6634428407272338,0.49638194380569517,52,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d40_cp0.0_ft0.3
jw-1h 2_c1,40,0.0,0.5,0.6927385357220004,0.5299158237672063,56,23,0.6924461283447786,0.5295736897388533,56,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d40_cp0.0_ft0.5
jw-1h 2_c1,40,2.0,0.3,0.6570784585624141,0.48929028114257317,52,23,0.6570036757331605,0.4892073521435943,52,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d40_cp2.0_ft0.3
jw-1h 2_c1,40,2.0,0.5,0.682679698439396,0.5182336426688623,58,23,0.6825760096603374,0.5181141490252908,58,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d40_cp2.0_ft0.5
jw-1h 2_c1,55,-2.0,0.3,0.7025254805065216,0.541456090236578,42,23,0.7024640949753926,0.5413831650092724,42,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d55_cp-2.0_ft0.3
jw-1h 2_c1,55,-2.0,0.5,0.6862829374068266,0.5223978259459906,50,23,0.686247192142322,0.5223564037601394,50,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d55_cp-2.0_ft0.5
jw-1h 2_c1,55,0.0,0.3,0.7004941329153842,0.5390465335003927,48,23,0.7002301363115075,0.538733937348256,48,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d55_cp0.0_ft0.3
jw-1h 2_c1,55,0.0,0.5,0.7088943740595784,0.5490599373256009,50,23,0.7086143064239032,0.5487239869148721,50,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d55_cp0.0_ft0.5
jw-1h 2_c1,55,2.0,0.3,0.6878002759820566,0.5241582233198605,48,23,0.6876021773339293,0.5239281606983314,48,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d55_cp2.0_ft0.3
jw-1h 2_c1,55,2.0,0.5,0.6834335047669877,0.5191029144684639,51,23,0.683244486603287,0.5188848496565501,51,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d55_cp2.0_ft0.5
jw-1h 2_c1,70,-2.0,0.3,0.6954387165190025,0.5330824433662049,40,23,0.6954008323065756,0.5330379242354323,40,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d70_cp-2.0_ft0.3
jw-1h 2_c1,70,-2.0,0.5,0.7012122740284247,0.5398975213627566,51,23,0.7011943335522246,0.5398762506711157,51,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d70_cp-2.0_ft0.5
jw-1h 2_c1,70,0.0,0.3,0.6884119965835283,0.5248690860165905,47,23,0.6880976031368812,0.5245036557461795,47,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d70_cp0.0_ft0.3
jw-1h 2_c1,70,0.0,0.5,0.7234571940390142,0.5667316369343315,52,23,0.7231374290549293,0.5663392799741154,52,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d70_cp0.0_ft0.5
jw-1h 2_c1,70,2.0,0.3,0.6863238723909437,0.5224452648310516,47,23,0.6861386577959626,0.5222306462301012,47,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d70_cp2.0_ft0.3
jw-1h 2_c1,70,2.0,0.5,0.7126664249080453,0.5535988796510177,51,23,0.7124377550084473,0.553322961883774,51,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 2_c1/d70_cp2.0_ft0.5
jw-1h 3_c1,40,-2.0,0.3,0.7202859763199304,0.5628491701986716,34,24,0.7201746787119226,0.5627132599526194,33,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d40_cp-2.0_ft0.3
jw-1h 3_c1,40,-2.0,0.5,0.793098603470165,0.657136204954718,42,24,0.7929623374029834,0.6569491259260921,41,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d40_cp-2.0_ft0.5
jw-1h 3_c1,40,0.0,0.3,0.7665491421855744,0.6214671118262766,36,24,0.7663114723665309,0.6211547365496806,36,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d40_cp0.0_ft0.3
jw-1h 3_c1,40,0.0,0.5,0.8182834599780333,0.6924532510671488,43,24,0.8179870829427086,0.6920288866040042,43,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d40_cp0.0_ft0.5
jw-1h 3_c1,40,2.0,0.3,0.8091705580424114,0.6795016393886154,33,24,0.8090529602604276,0.6793358002194165,33,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d40_cp2.0_ft0.3
jw-1h 3_c1,40,2.0,0.5,0.8252836894151877,0.7025387167769335,37,24,0.8251508070213576,0.7023461495762868,37,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d40_cp2.0_ft0.5
jw-1h 3_c1,55,-2.0,0.3,0.759607952974211,0.61239344028011,35,24,0.759571983263539,0.6123466843823443,34,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d55_cp-2.0_ft0.3
jw-1h 3_c1,55,-2.0,0.5,0.7877171869186899,0.6497800500169725,45,24,0.7875295877986174,0.6495247882946396,47,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d55_cp-2.0_ft0.5
jw-1h 3_c1,55,0.0,0.3,0.8025620478959209,0.6702326801031304,38,24,0.8023281020272482,0.6699064271152348,38,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d55_cp0.0_ft0.3
jw-1h 3_c1,55,0.0,0.5,0.821727223803519,0.6973998215049086,44,24,0.8213996116998818,0.6969280002398244,42,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d55_cp0.0_ft0.5
jw-1h 3_c1,55,2.0,0.3,0.8245309167818321,0.7014484077492309,36,24,0.8241754162482368,0.7009339893358058,36,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d55_cp2.0_ft0.3
jw-1h 3_c1,55,2.0,0.5,0.8269317389982022,0.7049306221037847,39,24,0.8264715755575669,0.7042620854712064,39,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d55_cp2.0_ft0.5
jw-1h 3_c1,70,-2.0,0.3,0.765565744127844,0.6201753884308356,33,24,0.7654958819964742,0.6200837006801203,33,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d70_cp-2.0_ft0.3
jw-1h 3_c1,70,-2.0,0.5,0.7874423118431046,0.6494060608695889,38,24,0.7873065451553198,0.6492214021689074,38,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d70_cp-2.0_ft0.5
jw-1h 3_c1,70,0.0,0.3,0.8112391841423859,0.6824242297699974,36,24,0.8109346673826017,0.6819933649882411,36,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d70_cp0.0_ft0.3
jw-1h 3_c1,70,0.0,0.5,0.8175974120415872,0.6914712639907918,37,24,0.8172605201945443,0.6909894648388437,37,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d70_cp0.0_ft0.5
jw-1h 3_c1,70,2.0,0.3,0.8262219765155083,0.7038996811873983,34,24,0.8261323871999064,0.7037696399420081,34,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d70_cp2.0_ft0.3
jw-1h 3_c1,70,2.0,0.5,0.82576063208814,0.7032302396372412,35,24,0.8256398666591332,0.7030550878037046,35,24,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 3_c1/d70_cp2.0_ft0.5
jw-1h 4_c1,40,-2.0,0.3,0.7008567412004987,0.5394761020028992,39,21,0.7007846693684262,0.5393907020999831,39,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d40_cp-2.0_ft0.3
jw-1h 4_c1,40,-2.0,0.5,0.6918424344689146,0.5288678158491104,42,21,0.6917571872902427,0.5287681923949646,42,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d40_cp-2.0_ft0.5
jw-1h 4_c1,40,0.0,0.3,0.7191295890326366,0.5614382086393281,40,21,0.7189487404471465,0.561217777263724,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d40_cp0.0_ft0.3
jw-1h 4_c1,40,0.0,0.5,0.713755541152008,0.5549143759120827,43,21,0.7135686859627126,0.5546885233408037,43,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d40_cp0.0_ft0.5
jw-1h 4_c1,40,2.0,0.3,0.7260365974225123,0.5699038103870112,40,21,0.7259770153286741,0.5698303908668984,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d40_cp2.0_ft0.3
jw-1h 4_c1,40,2.0,0.5,0.7218151007905482,0.5647188456357024,42,21,0.7217400893293171,0.5646270240538416,42,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d40_cp2.0_ft0.5
jw-1h 4_c1,55,-2.0,0.3,0.7228873949316428,0.5660326208219911,39,21,0.722798829832018,0.5659240272516765,39,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d55_cp-2.0_ft0.3
jw-1h 4_c1,55,-2.0,0.5,0.7287309972956427,0.573231153867058,43,21,0.7285960808587127,0.5730642086983736,43,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d55_cp-2.0_ft0.5
jw-1h 4_c1,55,0.0,0.3,0.7415388888557042,0.5892425934254228,40,21,0.7412026081161458,0.5888180360835499,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d55_cp0.0_ft0.3
jw-1h 4_c1,55,0.0,0.5,0.7545956567699036,0.6059041474135016,43,21,0.7542440622584242,0.6054509068813183,43,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d55_cp0.0_ft0.5
jw-1h 4_c1,55,2.0,0.3,0.7438651577312565,0.5921857532330994,40,21,0.7437614560890118,0.5920543193759159,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d55_cp2.0_ft0.3
jw-1h 4_c1,55,2.0,0.5,0.7580565285901025,0.6103792531954215,44,21,0.7580175525581954,0.6103287160938027,43,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d55_cp2.0_ft0.5
jw-1h 4_c1,70,-2.0,0.3,0.7207387680223134,0.5634023372287146,39,21,0.7206470528360522,0.5632902589028094,38,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d70_cp-2.0_ft0.3
jw-1h 4_c1,70,-2.0,0.5,0.7274175495654297,0.571607402975757,42,21,0.7273173590760214,0.5714836799753807,41,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d70_cp-2.0_ft0.5
jw-1h 4_c1,70,0.0,0.3,0.7541227698467203,0.6052946081645147,40,21,0.7538158880565734,0.6048992928348252,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d70_cp0.0_ft0.3
jw-1h 4_c1,70,0.0,0.5,0.7541227698467203,0.6052946081645147,40,21,0.7538158880565734,0.6048992928348252,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d70_cp0.0_ft0.5
jw-1h 4_c1,70,2.0,0.3,0.7564861726208051,0.6083456057864353,40,21,0.7562916752906105,0.6080940846539151,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d70_cp2.0_ft0.3
jw-1h 4_c1,70,2.0,0.5,0.7564861726208051,0.6083456057864353,40,21,0.7562916752906105,0.6080940846539151,40,21,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 4_c1/d70_cp2.0_ft0.5
jw-1h 5_c1,40,-2.0,0.3,0.7272444053117838,0.5713936032549399,34,23,0.7271974442448025,0.5713356254327532,34,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d40_cp-2.0_ft0.3
jw-1h 5_c1,40,-2.0,0.5,0.7571316117616735,0.6091808424179581,43,23,0.7570558706201713,0.6090827839525716,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d40_cp-2.0_ft0.5
jw-1h 5_c1,40,0.0,0.3,0.7684540681018565,0.6239751585370933,42,23,0.7681174966277245,0.6235314606100864,42,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d40_cp0.0_ft0.3
jw-1h 5_c1,40,0.0,0.5,0.7900954666164913,0.653022982240576,44,23,0.7897534429183958,0.652555826990173,44,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d40_cp0.0_ft0.5
jw-1h 5_c1,40,2.0,0.3,0.7694581424649761,0.6253002591933983,37,23,0.7693382304647305,0.6251418947996191,37,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d40_cp2.0_ft0.3
jw-1h 5_c1,40,2.0,0.5,0.7886432041614185,0.6510412183022158,40,23,0.7884955752212389,0.6508400292184076,40,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d40_cp2.0_ft0.5
jw-1h 5_c1,55,-2.0,0.3,0.7747810214185347,0.6323612635478117,39,23,0.7746533980947946,0.6321912484927452,39,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d55_cp-2.0_ft0.3
jw-1h 5_c1,55,-2.0,0.5,0.7723516527707723,0.6291310166416556,43,23,0.7722100466585166,0.6289431221984783,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d55_cp-2.0_ft0.5
jw-1h 5_c1,55,0.0,0.3,0.8029381561037027,0.6707574551789507,41,23,0.8024005099413511,0.6700073911204287,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d55_cp0.0_ft0.3
jw-1h 5_c1,55,0.0,0.5,0.8064321977441363,0.675648418313535,43,23,0.805873230267465,0.6748640518694405,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d55_cp0.0_ft0.5
jw-1h 5_c1,55,2.0,0.3,0.800313875474545,0.6671027188808367,40,23,0.7999834685418448,0.6666437066244202,40,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d55_cp2.0_ft0.3
jw-1h 5_c1,55,2.0,0.5,0.8057889485170261,0.6747458479105479,41,23,0.8054569569378759,0.6742803966888841,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d55_cp2.0_ft0.5
jw-1h 5_c1,70,-2.0,0.3,0.7391883246009926,0.5862797268014374,36,23,0.7391049154937652,0.5861747932685437,36,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d70_cp-2.0_ft0.3
jw-1h 5_c1,70,-2.0,0.5,0.7732538645243846,0.6303291627852493,41,23,0.7731665680260822,0.6302131551649136,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d70_cp-2.0_ft0.5
jw-1h 5_c1,70,0.0,0.3,0.8198184353249192,0.6946545005137627,39,23,0.8195113322689208,0.6942136376828053,39,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d70_cp0.0_ft0.3
jw-1h 5_c1,70,0.0,0.5,0.8106228729340685,0.6815524315099198,41,23,0.810307406461288,0.6811065403467361,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d70_cp0.0_ft0.5
jw-1h 5_c1,70,2.0,0.3,0.8153555630817861,0.6882702840380427,37,23,0.8151233348892319,0.687939393939394,37,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d70_cp2.0_ft0.3
jw-1h 5_c1,70,2.0,0.5,0.8130765148517282,0.6850285844248483,38,23,0.8128303221276347,0.6846791467790704,38,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-1h 5_c1/d70_cp2.0_ft0.5
jw-24h 1_c1,40,-2.0,0.3,0.7172226429580814,0.5591170120214742,42,22,0.7171547664158502,0.5590345176808169,42,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d40_cp-2.0_ft0.3
jw-24h 1_c1,40,-2.0,0.5,0.7130477795691045,0.5540592480817687,44,22,0.7129795174660863,0.5539768225462558,44,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d40_cp-2.0_ft0.5
jw-24h 1_c1,40,0.0,0.3,0.7384458586251638,0.5853461491715359,44,22,0.7381984807550499,0.585035339945367,44,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d40_cp0.0_ft0.3
jw-24h 1_c1,40,0.0,0.5,0.7384458586251638,0.5853461491715359,44,22,0.7381984807550499,0.585035339945367,44,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d40_cp0.0_ft0.5
jw-24h 1_c1,40,2.0,0.3,0.738690209194181,0.585653274539517,44,22,0.7384848526595671,0.5853951529765337,44,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d40_cp2.0_ft0.3
jw-24h 1_c1,40,2.0,0.5,0.738690209194181,0.585653274539517,44,22,0.7384848526595671,0.5853951529765337,44,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d40_cp2.0_ft0.5
jw-24h 1_c1,55,-2.0,0.3,0.7373662149968288,0.5839905630237645,41,22,0.7372909594195542,0.5838961595464892,41,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d55_cp-2.0_ft0.3
jw-24h 1_c1,55,-2.0,0.5,0.7332691755561334,0.578867397403123,43,22,0.7331824103933544,0.5787592597455266,43,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d55_cp-2.0_ft0.5
jw-24h 1_c1,55,0.0,0.3,0.760637509798329,0.6137328794536592,42,22,0.7604931279090481,0.6135449064724872,42,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d55_cp0.0_ft0.3
jw-24h 1_c1,55,0.0,0.5,0.7520616918311916,0.6026433253217036,45,22,0.751932829847036,0.6024778536197524,45,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d55_cp0.0_ft0.5
jw-24h 1_c1,55,2.0,0.3,0.7593491169978693,0.6120570479588859,42,22,0.7591441500054623,0.611790765227729,42,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d55_cp2.0_ft0.3
jw-24h 1_c1,55,2.0,0.5,0.7479088183891176,0.5973277580526466,44,22,0.7477090118246538,0.5970728998969361,44,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d55_cp2.0_ft0.5
jw-24h 1_c1,70,-2.0,0.3,0.7260751716769656,0.569951346841049,41,22,0.726030496084685,0.5698962917505964,41,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d70_cp-2.0_ft0.3
jw-24h 1_c1,70,-2.0,0.5,0.7231687437397891,0.5663776949335673,43,22,0.7231222527439515,0.5663206632725083,43,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d70_cp-2.0_ft0.5
jw-24h 1_c1,70,0.0,0.3,0.7500745747015899,0.6000954613132342,43,22,0.749783834921087,0.5997233565395158,43,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d70_cp0.0_ft0.3
jw-24h 1_c1,70,0.0,0.5,0.7500745747015899,0.6000954613132342,43,22,0.749783834921087,0.5997233565395158,43,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d70_cp0.0_ft0.5
jw-24h 1_c1,70,2.0,0.3,0.7481902566147828,0.5976868773935909,43,22,0.7479426916570292,0.5973709722974985,43,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d70_cp2.0_ft0.3
jw-24h 1_c1,70,2.0,0.5,0.7481902566147828,0.5976868773935909,43,22,0.7479426916570292,0.5973709722974985,43,22,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 1_c1/d70_cp2.0_ft0.5
jw-24h 2_c1,40,-2.0,0.3,0.8316821553619853,0.7118629225591168,39,23,0.8316100869787084,0.7117573317868536,39,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d40_cp-2.0_ft0.3
jw-24h 2_c1,40,-2.0,0.5,0.8241017075888931,0.7008273699412586,43,23,0.8240196516834505,0.7007086919973271,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d40_cp-2.0_ft0.5
jw-24h 2_c1,40,0.0,0.3,0.8516851901143548,0.7416826664450752,41,23,0.8514384836583587,0.7413085599196562,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d40_cp0.0_ft0.3
jw-24h 2_c1,40,0.0,0.5,0.8468364440743832,0.7343593540767491,43,23,0.8465830916997217,0.7339783955025253,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d40_cp0.0_ft0.5
jw-24h 2_c1,40,2.0,0.3,0.846532825134565,0.7339028310305602,40,23,0.846184629160773,0.7333795774841351,40,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d40_cp2.0_ft0.3
jw-24h 2_c1,40,2.0,0.5,0.8419784091588587,0.7270835153835765,43,23,0.841616079620497,0.7265433029705485,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d40_cp2.0_ft0.5
jw-24h 2_c1,55,-2.0,0.3,0.8157333102925765,0.688808793983816,39,23,0.8156518090182621,0.6886925781025143,39,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d55_cp-2.0_ft0.3
jw-24h 2_c1,55,-2.0,0.5,0.8093573716883411,0.6797651557596393,42,23,0.8092544999137099,0.6796200362336581,42,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d55_cp-2.0_ft0.5
jw-24h 2_c1,55,0.0,0.3,0.8379604371704353,0.721111796856557,40,23,0.8377382576004466,0.7207827867334684,40,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d55_cp0.0_ft0.3
jw-24h 2_c1,55,0.0,0.5,0.833169043367659,0.7140443426118182,42,23,0.8329194801955685,0.7136778191920652,42,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d55_cp0.0_ft0.5
jw-24h 2_c1,55,2.0,0.3,0.8306160881737557,0.7103023051485035,41,23,0.8303100285128179,0.7098547895192557,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d55_cp2.0_ft0.3
jw-24h 2_c1,55,2.0,0.5,0.8306160881737557,0.7103023051485035,41,23,0.8303100285128179,0.7098547895192557,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d55_cp2.0_ft0.5
jw-24h 2_c1,70,-2.0,0.3,0.804398380483155,0.6727980017359134,40,23,0.8043247329321299,0.672694965836802,40,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d70_cp-2.0_ft0.3
jw-24h 2_c1,70,-2.0,0.5,0.8079227675092265,0.67774364402642,43,23,0.8078418957242266,0.6776298318376018,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d70_cp-2.0_ft0.5
jw-24h 2_c1,70,0.0,0.3,0.8346474953617811,0.7162189054726368,42,23,0.8344009440442778,0.715855885247023,42,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d70_cp0.0_ft0.3
jw-24h 2_c1,70,0.0,0.5,0.8336675139657272,0.7147768959092767,43,23,0.8334047014759421,0.7143905881759864,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d70_cp0.0_ft0.5
jw-24h 2_c1,70,2.0,0.3,0.8294820137530428,0.708645252357564,41,23,0.829230479578786,0.7082781581813382,41,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d70_cp2.0_ft0.3
jw-24h 2_c1,70,2.0,0.5,0.8286274102717152,0.7073986684833782,42,23,0.8283732320559516,0.7070282573942617,42,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 2_c1/d70_cp2.0_ft0.5
jw-24h 3_c1,40,-2.0,0.3,0.8028096513119887,0.6705781183349662,43,23,0.8027919345408633,0.6705533964415681,43,23,/Users/sorro/workspace/02604/project/project_cellpose-main/results_bbbc020/jw-24h 3_c1/d40_cp-2.0_ft0.3
